job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
330,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management salary immediate management management,logistics management salary experience experience,experience experience management management salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
331,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary experience management salary experience,salary salary management management experience,logistics management salary experience management,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
332,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience management salary immediate,experience wire logistics experience salary,experience management logistics management salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
333,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,salary experience salary immediate wire,immediate wire immediate wire immediate,experience immediate immediate immediate immediate,1,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
334,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,wire wire wire wire wire,experience immediate wire salary salary,wire wire wire wire immediate,1,0,1,Contract,Not Applicable,High School,Staffing,Admin,1
335,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate immediate wire immediate salary,wire immediate logistics wire wire,immediate immediate immediate wire wire,1,1,0,Contract,Not Applicable,High School,Staffing,Admin,1
336,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate experience wire management immediate,wire immediate immediate management immediate,immediate wire wire immediate wire,1,1,1,Contract,Not Applicable,High School,Staffing,Admin,1
337,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience management salary salary salary,experience salary experience experience management,management experience experience management experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
338,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary management experience experience salary,immediate salary experience salary experience,salary salary salary experience management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
339,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,immediate management management salary management,experience management experience salary experience,management experience salary experience experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
340,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,wire immediate immediate immediate immediate,immediate wire immediate immediate immediate,immediate logistics wire immediate logistics,0,0,1,Contract,Not Applicable,High School,Staffing,Admin,1
341,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary experience logistics experience,management salary salary salary logistics,logistics management experience experience salary,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
342,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary salary experience salary,immediate experience salary management experience,experience experience salary experience experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
343,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate immediate immediate wire experience,wire wire immediate immediate immediate,salary wire experience salary management,1,0,1,Contract,Not Applicable,High School,Staffing,Admin,1
344,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience logistics experience experience experience,management immediate experience management wire,experience experience experience experience experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
345,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience management experience experience logistics,salary salary management immediate experience,logistics immediate logistics logistics experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
346,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary experience management experience experience,experience experience experience experience management,experience management salary experience logistics,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
347,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience salary management experience,logistics logistics salary wire salary,experience experience logistics experience experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
348,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,logistics wire salary wire immediate,wire wire wire wire experience,logistics immediate wire immediate wire,1,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
349,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics salary experience management experience,salary salary salary management salary,experience logistics salary experience salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
350,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience management experience experience experience,salary management management salary management,experience salary salary management experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
351,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics salary salary experience salary,experience immediate salary experience logistics,logistics experience management experience management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
352,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience experience experience,salary salary salary salary management,management immediate management experience experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
353,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary logistics experience wire,salary experience management experience experience,management experience immediate experience salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
354,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate wire management wire wire,immediate immediate management immediate management,immediate salary wire wire wire,1,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
355,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,wire immediate wire wire immediate,wire wire immediate wire immediate,experience wire wire immediate immediate,0,0,1,Contract,Not Applicable,High School,Staffing,Admin,1
356,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience experience salary,salary management salary management experience,management experience experience management experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
357,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate wire management salary experience,wire wire management wire immediate,wire wire wire wire logistics,0,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
358,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics experience salary experience experience,experience immediate salary experience experience,experience salary salary logistics immediate,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
359,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience experience experience salary,logistics management experience experience experience,experience salary experience immediate salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
360,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary logistics salary salary experience,immediate experience logistics management salary,experience experience salary experience salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
361,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary immediate experience experience salary,logistics experience experience salary salary,experience experience salary salary salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
362,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience experience management,immediate experience management experience management,management salary salary experience experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
